pageid,title,birth_y,birth_m,birth_d,death_y,death_m,death_d,death_age
23177177,Nancy Andrews (actress),1920,12,16,1989,7,29,68
30875581,Heather Angel (actress),1909,2,9,1986,12,13,77
3662436,Evelyn Ankers,1918,8,17,1985,8,29,67
5676424,Tsuru Aoki,1892,9,9,1961,10,18,69
15246579,Dorothy Appleby,1906,1,6,1990,8,9,84
34832677,Derya Arbas,1968,6,17,2003,10,22,35
10409,Eve Arden,1908,4,30,1990,11,12,82
22996523,Mary Arden (actress),1933,7,30,2014,12,13,81
19542138,Dimitra Arliss,1932,10,23,2012,1,26,79
7960184,Dorothy Arnold (actress),1917,11,21,1984,11,13,66
639564,Alexis Arquette,1969,7,28,2016,9,11,47
51629559,User:Ditch Fisher/sandbox/Alexis Arquette,1969,7,28,2016,9,11,47
217201,Bea Arthur,1922,5,13,2009,4,25,86
11137476,Indus Arthur,1941,4,28,1984,12,29,43
181316,Jean Arthur,1900,10,17,1991,6,19,90
50226788,Pat Ast,1941,10,21,2001,10,2,59
5070200,Gertrude Astor,1887,11,9,1977,11,9,90
564303,Mary Astor,1906,5,3,1987,9,25,81
27863671,Beverly Hope Atkinson,1935,12,9,2001,12,11,66
47940377,Ruth Attaway,1910,6,28,1987,9,21,77
17526038,Edith Atwater,1911,4,22,1986,3,14,74
38079187,Lenore Aubert,1918,4,18,1993,7,31,75
1847943,Eleanor Audley,1905,11,19,1991,11,25,86
34169876,Doe Avedon,1925,4,7,2011,12,23,86
25997278,Phyllis Avery,1922,11,14,2011,5,19,88
2059215,Agnes Ayres,1898,4,4,1940,12,25,42
261087,Lauren Bacall,1924,9,16,2014,8,12,89
15693474,Georgia Backus,1901,10,13,1983,9,7,81
22634986,Faith Bacon,1910,7,19,1956,9,26,46
777165,Pearl Bailey,1918,3,29,1990,8,17,72
180971,Fay Bainter,1893,12,7,1968,4,16,74
6944744,Belle Baker,1893,12,25,1957,4,29,63
24542207,Fay Baker,1917,1,31,1987,12,8,70
165697,LaVern Baker,1929,11,11,1997,3,10,67
1413565,Ina Balin,1937,11,12,1990,6,20,52
24191364,Lucille Ball,1911,8,6,1989,4,26,77
13374650,Gertrude Bambrick,1897,8,24,1974,1,10,76
206724,Anne Bancroft,1931,9,17,2005,6,6,73
43952170,Margaret Wood Bancroft,1893,7,10,1986,8,30,93
229818,Tallulah Bankhead,1902,1,31,1968,12,12,66
12106451,Joan Banks,1918,10,30,1998,1,18,79
1506078,Vilma Banky,1901,1,9,1991,3,18,90
4106353,Jill Banner,1946,11,8,1982,8,7,35
31443807,Janet Banzet,1934,5,17,1971,7,29,37
14934868,Joan Barclay,1914,8,31,2002,11,22,88
2292029,Lynn Bari,1913,12,18,1989,11,20,75
18300141,Florence Barker (actress),1891,11,22,1913,2,15,21
2336067,Binnie Barnes,1903,5,25,1998,7,27,95
423381,Etta Moten Barnett,1901,11,5,2004,1,2,102
11222545,Edith Barrett,1907,1,19,1977,2,22,70
14985612,Judith Barrett,1909,2,2,2000,3,10,91
53576,Majel Barrett,1932,2,23,2008,12,18,76
45349732,Minnette Barrett,1880,3,25,1964,6,20,84
1423387,Elaine Barrie,1915,7,16,2003,3,1,87
2854677,Wendy Barrie,1912,4,18,1978,2,2,65
4421987,Bessie Barriscale,1884,9,30,1965,6,30,80
30991792,Patricia Barry,1922,11,16,2016,10,11,93
9107897,Viola Barry,1894,3,5,1964,4,2,70
2801354,Diana Barrymore,1921,3,3,1960,1,25,38
383248,Ethel Barrymore,1879,8,15,1959,6,18,79
792295,Judith Barsi,1978,6,6,1988,7,25,10
6657995,Martine Bartlett,1925,4,24,2006,4,5,80
31793368,Laurie Bartram,1958,5,16,2007,5,25,49
2201315,Skye McCole Bartusiak,1992,9,28,2014,7,19,21
3025301,Lina Basquette,1907,4,19,1994,9,30,87
2682257,Barbara Bates,1925,8,1,1969,3,18,43
7409363,Blanche Bates,1873,8,25,1941,12,25,68
14923993,Florence Bates,1888,4,15,1954,1,31,65
3172980,Jeanne Bates,1918,3,21,2007,11,28,89
33934077,Simone Battle,1989,6,17,2014,9,5,25
1002510,Frances Bavier,1902,12,14,1989,12,6,86
187081,Anne Baxter,1923,5,7,1985,12,12,62
3434494,Frances Bay,1919,1,23,2011,9,15,92
7769667,Brigid Bazlen,1944,6,9,1989,5,25,44
26283504,Carlena Beard,1929,3,19,1972,2,23,42
1482546,Louise Beavers,1902,3,8,1962,10,26,60
8642974,Barbara Bedford (actress),1903,7,19,1981,10,25,78
31945138,Janet Beecher,1884,10,21,1955,8,6,70
43707804,Francine Beers,1924,11,26,2014,3,27,89
2485978,Pati Behrs,1922,2,13,2004,7,4,82
2736686,Barbara Bel Geddes,1922,10,31,2005,8,8,82
9555764,Doris Belack,1926,2,26,2011,10,4,85
429949,Madge Bellamy,1899,6,30,1990,1,24,90
14782131,Virginia Belmont,1921,9,20,2014,5,6,92
3772117,Brenda Benet,1945,8,14,1982,4,7,36
9648405,Elsa Benham,1908,11,20,1995,4,20,86
7449176,Grace Benham,1876,6,25,1968,11,19,92
14732327,Alma Bennett,1904,4,9,1958,9,16,54
14555068,Barbara Bennett,1906,8,13,1958,8,8,51
13725487,Billie Bennett,1874,10,23,1951,5,19,76
569370,Constance Bennett,1904,10,22,1965,7,24,60
530365,Joan Bennett,1910,2,27,1990,12,7,80
29888085,Leila Bennett,1892,11,17,1965,1,5,72
5111509,Lucille Benson,1914,7,17,1984,2,17,69
4182,Berry Berenson,1948,4,14,2001,9,11,53
430024,Gertrude Berg,1899,10,3,1966,9,14,66
7208484,Frances Bergen,1922,9,14,2006,10,2,84
246280,Polly Bergen,1930,7,14,2014,9,20,84
42990720,Anna Berger (actress),1922,7,26,2014,5,26,91
6770734,Ouida Bergere,1886,12,14,1974,11,29,87
41562,Ingrid Bergman,1915,8,29,1982,8,29,67
13329364,Dorothy Bernard,1890,7,25,1955,12,14,65
13577734,Sara Berner,1912,1,12,1969,12,19,57
11361063,Peggy Bernier,1907,3,19,2001,3,5,93
261011,Marcheline Bertrand,1950,5,9,2007,1,27,56
1303154,Bibi Besch,1942,2,1,1996,9,7,54
7396972,Eugenie Besserer,1868,12,25,1934,5,28,65
13125971,Rolly Bester,1917,12,17,1984,1,12,66
1240884,Zina Bethune,1945,2,17,2012,2,12,66
983771,Barbara Billingsley,1915,12,22,2010,10,16,94
7016473,Francelia Billington,1895,2,1,1934,11,24,39
4422489,Constance Binney,1896,6,28,1989,11,15,93
2407766,Billie Bird,1908,2,28,2002,11,27,94
14873895,Laurie Bird,1952,9,26,1979,6,15,26
36021538,Tracey Birdsall,1963,7,6,1944,2,22,-20
10687309,Tala Birell,1907,9,10,1958,2,17,50
8180011,Julie Bishop (actress),1914,8,30,2001,8,30,87
154144,Karen Black,1939,7,1,2013,8,8,74
3267419,Vivian Blaine,1921,11,21,1995,12,9,74
4331135,Betsy Blair,1923,12,11,2009,3,13,85
9619211,Janet Blair,1921,4,23,2007,2,19,85
16757797,Patricia Blair,1933,1,15,2013,9,9,80
759280,Amanda Blake,1929,2,20,1989,8,16,60
45005785,Gladys Blake,1910,1,12,1983,5,21,73
1111596,Madge Blake,1899,5,31,1969,2,19,69
12734599,Pamela Blake,1915,8,6,2009,10,6,94
3237982,Whitney Blake,1926,2,20,2002,9,28,76
27341967,Olive Blakeney,1899,8,21,1959,10,21,60
1671792,Clara Blandick,1876,6,4,1962,4,15,85
2141375,Sally Blane,1910,7,11,1997,8,27,87
42716881,Lela Bliss,1896,5,11,1980,5,15,84
2138085,Lucille Bliss,1916,3,31,2012,11,8,96
25239647,Gloria Blondell,1910,8,16,1986,3,25,75
244831,Joan Blondell,1906,8,30,1979,12,25,73
11398793,Adele Blood,1886,4,23,1936,9,13,50
3722526,Lisa Blount,1957,7,1,2010,10,27,53
18544471,Maggie Blye,1942,10,24,2016,3,24,73
4418103,Betty Blythe,1893,9,1,1972,4,7,78
998517,Eleanor Boardman,1898,8,19,1991,12,12,93
4423907,Mary Boland,1882,1,28,1965,6,23,83
1160050,Beulah Bondi,1889,5,3,1981,1,11,91
13180857,Symona Boniface,1894,3,5,1950,9,2,56
24207884,Priscilla Bonner,1899,2,17,1996,2,21,97
2844500,Edwina Booth,1904,9,13,1991,5,18,86
187098,Shirley Booth,1898,8,30,1992,10,16,94
14928475,Nanette Bordeaux,1911,4,3,1956,9,20,45
31509499,Lynn Borden,1937,3,24,2015,3,3,77
2847217,Olive Borden,1906,7,14,1947,10,1,41
3785860,Irene Bordoni,1885,1,16,1953,3,19,68
9177785,Veda Ann Borg,1915,1,11,1973,8,16,58
11159664,Carroll Borland,1914,2,25,1994,2,3,79
2330096,Julie Bovasso,1930,8,1,1991,9,14,61
106000,Clara Bow,1905,7,29,1965,9,27,60
2424095,Dorris Bowdon,1914,12,27,2005,8,9,90
15001021,Helen Boyce,1918,9,24,1997,2,27,78
27357717,Phyllis Hodges Boyce,1936,7,24,2010,5,12,73
14903590,Betty Boyd,1908,5,11,1971,9,16,63
14419508,Reizl Bozyk,1914,5,13,1993,9,30,79
28482622,Grace Bradley,1913,9,21,2010,9,21,97
189229,Alice Brady,1892,11,2,1939,10,28,46
3105469,Phoebe Brand,1907,11,27,2004,7,3,96
3274639,Jocelyn Brando,1919,11,18,2005,11,27,86
938523,Laura Branigan,1957,7,3,2004,8,26,47
40264940,Olive Brasno,1917,10,17,1998,1,25,80
27360590,Helen Bray,1889,11,25,1990,10,15,100
1108087,Lucille Bremer,1917,2,21,1996,4,16,79
1610383,Eileen Brennan,1932,9,3,2013,7,28,80
5836209,Eve Brent,1929,9,11,2011,8,27,81
923307,Evelyn Brent,1901,10,20,1975,6,4,73
17038284,Patricia Breslin,1931,3,17,2011,10,12,80
39554151,June Brewster,1913,8,13,1995,11,2,82
2677117,Mary Brian,1906,2,17,2002,12,30,96
948111,Angelica Bridges,1970,11,20,1970,11,20,0
22541880,Dorothy Bridges,1915,9,19,2009,2,16,93
31585555,Virginia Brissac,1883,6,11,1979,7,26,96
2980418,Barbara Britton,1919,9,26,1980,1,17,60
30312943,Mozelle Britton,1912,5,12,1954,5,18,42
2247305,Pamela Britton,1923,3,19,1974,6,17,51
2930946,Helen Broderick,1891,8,11,1959,9,25,68
13877389,Ann Brody,1884,8,29,1944,7,16,59
28387862,Estelle Brody,1900,8,15,1995,6,3,94
12533170,Sheila Bromley,1911,10,31,2003,7,23,91
2827698,Betty Bronson,1906,11,17,1971,10,19,64
2460550,Hillary Brooke,1914,9,8,1999,5,25,84
5158248,Jacqueline Brookes,1930,7,24,2013,4,26,82
4414673,Geraldine Brooks (actress),1925,10,29,1977,6,19,51
16093869,Hazel Brooks,1924,9,8,2002,9,18,78
2317280,Jean Brooks,1916,12,23,1963,11,25,46
31311489,Leslie Brooks,1922,7,13,2011,7,1,88
187904,Louise Brooks,1906,11,14,1985,8,8,78
11863952,Phyllis Brooks,1915,7,18,1995,8,1,80
4620736,Virginia Brown Faire,1904,6,26,1980,6,30,76
47433227,Barbara Brown (American actress),1901,10,18,1975,7,7,73
29018827,Marilyn Brown (actress),1953,3,9,1997,7,22,44
1374864,Vanessa Brown,1928,3,24,1999,5,21,71
1932507,Coral Browne,1913,7,23,1991,5,29,77
12850106,Kathie Browne,1930,9,19,2003,4,8,72
12515150,Lucile Browne,1907,3,18,1976,5,10,69
14628635,Reno Browne,1991,5,15,1921,4,21,-71
5375027,Susan Browning,1941,2,25,2006,4,23,65
8476190,Carol Bruce,1919,11,15,2007,10,9,87
868762,Virginia Bruce,1910,9,28,1982,2,24,71
7409316,Fritzi Brunette,1890,5,27,1943,9,28,53
9082177,Jane Bryan,1918,6,11,2009,4,8,90
17490164,Nana Bryant,1888,11,23,1955,12,24,67
5216005,Pamela Bryant,1959,2,8,2010,12,4,51
17729657,Claudia Bryar,1918,5,18,2011,6,16,93
13234650,Winifred Bryson,1892,12,20,1987,8,20,94
18510524,Betty Burbridge,1895,12,7,1987,9,19,91
12102404,Dorothy Burgess,1907,3,4,1961,8,21,54
487473,Billie Burke,1884,8,7,1970,5,14,85
5481744,Kathleen Burke,1913,9,5,1980,4,9,66
13181580,Bartine Burkett,1898,2,9,1994,5,20,96
720851,Marilyn Burns,1949,7,5,2014,8,5,65
12532780,Marion Burns,1907,8,9,1993,12,22,86
51286713,Fritzi Burr,1924,5,24,2003,1,17,78
1243567,Janet Burston,1935,1,11,1998,3,3,63
7270714,Charlotte Burton,1881,5,30,1942,3,28,60
29006914,Anita Bush,1883,8,1,1974,2,16,90
7558407,Pauline Bush (actress),1886,5,22,1969,11,1,83
2403753,Spring Byington,1886,10,17,1971,9,7,84
13460647,Jean Byron,1925,12,10,2006,2,3,80
1902090,Marion Byron,1911,3,16,1985,7,5,74
1268102,Susan Cabot,1927,7,9,1986,12,10,59
2336088,Jeanne Cagney,1919,3,25,1984,12,7,65
34822762,Sally Cairns,1919,12,7,1965,2,9,45
4424296,Alice Calhoun,1900,11,21,1966,6,3,65
5721224,Corinne Calvet,1925,4,30,2001,6,23,76
4462318,Margaret Campbell,1883,4,24,1939,6,27,56
1720079,Mary Grace Canfield,1924,9,3,2014,2,15,89
9997178,Virginia Capers,1925,9,22,2004,5,6,78
13271870,Ahna Capri,1944,7,6,2010,8,19,66
2684857,June Caprice,1895,11,19,1936,11,9,40
18846459,Ora Carew,1893,8,13,1955,10,26,62
2557184,Olive Carey,1896,1,31,1988,3,13,92
701743,Kitty Carlisle,1910,9,3,2007,4,17,96
14892405,Jean Carmen,1913,4,7,1993,8,26,80
14892467,Jeanne Carmen,1930,8,4,2007,12,20,77
20620255,Jewel Carmen,1897,7,13,1984,3,4,86
2591808,Sue Carol,1906,10,30,1982,2,4,75
20448166,Constance Carpenter,1904,4,19,1992,12,26,88
7354898,Jeanne Carpenter,1916,2,1,1994,1,5,77
4726961,Thelma Carpenter,1922,1,15,1997,5,14,75
3097536,Charmian Carr,1942,12,27,2016,9,17,73
13128702,Mary Carr,1874,3,14,1973,6,24,99
9044425,Regina Carrol,1943,5,2,1992,11,4,49
3964535,Georgia Carroll,1919,11,18,2011,1,14,91
35935508,Janet Carroll,1940,12,24,2012,5,22,71
175020,Nancy Carroll,1903,11,19,1965,8,6,61
23822383,Virginia Carroll,1913,12,2,2009,7,23,95
3101130,Jean Carson,1923,2,28,2005,11,2,82
3335758,Ann Carter,1936,6,16,2014,1,27,77
684769,Dixie Carter,1939,5,25,2010,4,10,70
7423057,Helena Carter,1923,8,24,2000,1,11,76
3770842,Janis Carter,1913,10,10,1994,7,30,80
682290,Lynda Carter,1951,7,24,2016,7,25,65
173519,Nell Carter,1948,9,13,2003,1,23,54
878140,Lynn Cartwright,1927,2,27,2004,1,2,76
14050407,Lynne Carver,1916,9,13,1955,8,12,38
41076980,Mary Carver,1924,5,3,2013,10,18,89
1852196,Adriana Caselotti,1916,5,6,1997,1,18,80
827624,Rosalind Cash,1938,12,31,1995,10,31,56
22012279,Barbara Cason,1928,11,15,1990,6,18,61
3922855,Katherine Cassavetes,1906,6,24,1983,3,29,76
5880784,Movita Castaneda,1916,4,12,2015,2,12,98
9406115,Gloria Castillo,1933,3,3,1978,10,24,45
23477271,Mary Castle,1931,1,22,1998,4,29,67
2242004,Peggie Castle,1927,12,22,1973,8,11,45
8337426,Barbara Castleton,1894,9,14,1978,12,23,84
2698152,Joan Caulfield,1922,6,1,1991,6,18,69
959837,Christine Cavanaugh,1963,8,16,2014,12,22,51
7726288,Elise Cavanna,1902,1,30,1963,5,12,61
46776376,Nora Cecil,1878,9,26,1951,5,1,72
14927324,Connie Cezon,1925,3,28,2004,2,26,78
7256012,Helene Chadwick,1897,11,25,1940,9,4,42
2948988,Lee Chamberlin,1938,2,14,2014,5,25,76
39554272,Shirley Chambers,1913,12,20,2011,9,11,97
1171685,Helen Chandler,1906,2,1,1965,4,30,59
17870819,Joan Chandler,1923,8,24,1979,5,11,55
6371798,Edythe Chapman,1863,10,8,1948,10,15,85
3855143,Marguerite Chapman,1918,3,9,1999,8,31,81
767745,Cyd Charisse,1922,3,8,2008,6,17,86
22749579,Annette Charles,1948,3,5,2011,8,3,63
5710265,Ilka Chase,1900,4,8,1978,2,15,77
12944318,Lucia Chase,1897,3,24,1986,1,9,88
172011,Ruth Chatterton,1892,12,24,1961,11,24,68
2560631,Lilyan Chauvin,1925,8,6,2008,6,26,82
3854253,Virginia Cherrill,1908,4,12,1996,11,14,88
23399509,Carol Christensen,1937,9,14,2005,6,4,67
2336454,Linda Christian,1923,11,13,2011,7,22,87
2174081,Virginia Christine,1920,3,5,1996,7,26,76
36722115,Kay Christopher,1926,6,3,2012,6,18,86
9329375,Ann Christy,1905,5,31,1987,11,14,82
15722859,Dorothy Christy,1906,5,26,1977,5,21,70
24178236,Babz Chula,1946,3,22,2010,5,7,64
6146967,Marguerite Churchill,1910,12,25,2000,1,9,89
5018814,Ethlyne Clair,1904,11,23,1996,2,27,91
5566833,Ina Claire,1893,10,15,1985,2,21,91
9711003,Mamo Clark,1914,12,6,1986,12,18,72
2825391,Marguerite Clark,1883,2,22,1940,9,25,57
18421326,Betty Ross Clarke,1892,5,1,1970,1,24,77
7033,Caitlin Clarke,1952,5,3,2004,9,9,52
2565361,Mae Clarke,1910,8,16,1992,4,29,81
178895,Lana Clarkson,1962,4,5,2003,2,3,40
1403895,Juanin Clay,1949,11,26,1995,3,12,45
225561,Jill Clayburgh,1944,4,30,2010,11,5,66
5710361,Ethel Clayton,1882,11,8,1966,6,6,83
13568733,Marguerite Clayton,1891,4,12,1968,12,20,77
47278740,June Clayworth,1912,6,9,1993,1,1,80
4072502,Patience Cleveland,1931,5,23,2004,5,27,73
12984736,Ruth Clifford,1900,2,17,1998,11,30,98
64837,Rosemary Clooney,1928,5,23,2002,6,29,74
46991433,Inez Clough,1873,3,1,1933,11,23,60
9874600,Joyce Coad,1917,4,14,1987,5,3,70
28109968,Buff Cobb,1927,10,19,2010,7,12,82
603453,Imogene Coca,1908,11,18,2001,6,2,92
14187730,Winifred Deforest Coffin,1911,10,16,1986,12,18,75
61350,Claudette Colbert,1903,9,13,1996,7,30,92
2569029,Anita Colby,1914,8,5,1992,3,27,77
11036403,Barbara Colby,1939,7,2,1975,7,24,36
22906114,Carole Cole,1944,10,17,2009,5,19,64
423882,Natalie Cole,1950,2,6,2015,12,31,65
47978770,Jenn Colella,1974,9,22,1974,9,22,0
3792058,Nancy Coleman,1912,12,30,2000,1,18,87
43405894,Beatrice Colen,1948,1,10,1999,11,18,51
49890186,Mildred Coles (actress),1920,7,18,1995,8,31,75
2295317,Lois Collier,1919,3,21,1999,10,27,80
2403959,Patricia Collinge,1892,9,20,1974,4,10,81
17746341,Roberta Collins,1944,11,17,2008,8,16,63
14836990,June Collyer,1906,8,19,1968,3,16,61
4421977,Dorothy Comingore,1913,8,24,1971,12,30,58
172023,Betty Compson,1897,3,19,1974,4,18,77
5745770,Betty Compton,1904,5,13,1944,7,12,40
3792182,Joyce Compton,1907,1,27,1997,10,13,90
20807283,Juliette Compton,1899,5,3,1989,3,19,89
7016697,Jane Connell,1925,10,27,2013,9,22,87
10623500,Peggy Connelly,1931,9,25,2007,6,11,75
50118476,Norma Connolly,1927,8,27,1998,11,18,71
22439240,Maxine Cooper,1924,5,12,2009,4,4,84
1796361,Jeanne Cooper,1928,10,25,2013,5,8,84
6369375,Miriam Cooper,1891,11,7,1976,4,12,84
21748113,Veronica Cooper,1913,5,27,2000,2,16,86
6271059,Virginia Lee Corbin,1910,12,5,1942,6,5,31
1491309,Ellen Corby,1911,6,3,1999,4,14,87
15628196,Noreen Corcoran,1943,10,20,2016,1,15,72
31677044,Rita Corday,1920,10,20,1992,11,23,72
14661049,Cathleen Cordell,1915,5,21,1997,8,19,82
4239672,Ann Corio,1909,11,29,1999,3,1,89
41665055,Tara Correa-McMullen,1989,5,24,2005,10,21,16
2821032,Aneta Corsaut,1933,11,3,1995,11,6,62
998585,Dolores Costello,1903,9,17,1979,3,1,75
2336167,Helene Costello,1906,6,21,1957,1,26,50
16063834,Mae Costello,1882,8,13,1929,8,2,46
1040489,Catherine E. Coulson,1943,10,22,2015,9,28,71
42575277,Geraldine Court,1942,7,28,2010,11,20,68
6332289,Inez Courtney,1908,3,12,1975,4,5,67
2706519,Marguerite Courtot,1897,8,20,1986,5,28,88
2572540,Jane Cowl,1883,12,14,1950,6,22,66
32579022,Carolyn Craig,1934,11,7,1970,12,12,36
748577,Yvonne Craig,1937,5,16,2015,8,17,78
183832,Jeanne Crain,1925,5,25,2003,12,14,78
13817793,Norma Crane,1928,11,10,1973,9,28,44
5747478,Laura Hope Crews,1879,12,12,1942,11,12,62
1874734,Mary Jane Croft,1916,2,15,1999,8,24,83
25923902,Henrietta Crosman,1861,9,2,1944,10,31,83
9485615,Sally Crute,1886,6,27,1971,8,12,85
868974,Zara Cully,1892,1,26,1978,2,28,86
2849122,Constance Cummings,1910,5,15,2005,11,23,95
2727369,Grace Cunard,1893,4,8,1967,1,19,73
15338675,Cecil Cunningham,1888,8,2,1959,4,17,70
15674946,Sarah Cunningham (actress),1918,9,8,1986,3,24,67
8856955,Pauline Curley,1903,12,19,2000,12,11,96
14862556,Louise Currie,1913,4,7,2013,9,8,100
658150,Jackie Curtis,1947,2,19,1985,5,15,38
5668672,Augusta Dabney,1918,10,23,2008,2,4,89
9488236,Dagmar Dahlgren,1880,1,17,1951,10,20,71
1555470,Irene Dailey,1920,9,12,2008,9,24,88
21299585,Esther Dale,1885,11,10,1961,7,23,75
24059510,Margaret Dale (actress),1876,3,6,1972,3,23,96
1164474,Virginia Dale,1917,7,1,1994,10,3,77
6755699,Cass Daley,1915,7,17,1975,3,22,59
6259544,Dorothy Dalton,1893,9,22,1972,4,13,78
14849439,Blyth Daly,1901,12,5,1965,10,16,63
1408358,Candice Daly,1966,1,4,2004,12,14,38
670076,Lili Damita,1904,7,10,1994,3,21,89
1186480,Cathryn Damon,1930,9,11,1987,5,4,56
4537871,Muriel Frances Dana,1916,10,14,1997,8,25,80
17541921,Leora Dana,1923,4,1,1983,12,13,60
998507,Viola Dana,1897,6,26,1987,7,3,90
187645,Dorothy Dandridge,1922,10,8,1965,9,8,42
4210688,Ruby Dandridge,1900,3,3,1987,10,17,87
12719439,Vivian Dandridge,1921,4,22,1991,10,26,70
8669551,Patricia Dane,1919,8,4,1995,6,5,75
352424,Bebe Daniels,1901,1,14,1971,3,16,70
8921149,Denise Darcel,1924,9,8,2011,12,23,87
14782695,Sheila Darcy,1914,8,8,2004,2,24,89
27522794,Dorothy Dare,1911,8,6,1981,10,4,70
2715569,Mona Darkfeather,1883,1,13,1977,9,3,94
1134140,Darlene Conley,1934,7,18,2007,1,14,72
1972218,Candy Darling,1944,11,24,1974,3,21,29
6003911,Grace Darmond,1893,11,20,1963,10,8,69
460516,Linda Darnell,1923,10,16,1965,4,10,41
3447017,Bella Darvi,1928,10,23,1971,9,11,42
765962,Jane Darwell,1879,10,15,1967,8,13,87
15448983,Carrie Daumery,1863,3,25,1938,7,1,75
13062061,Alice Davenport,1864,2,29,1936,6,24,72
3968606,Dorothy Davenport,1895,3,13,1977,10,12,82
219357,Marion Davies,1897,1,3,1961,9,22,64
3641299,Ann B. Davis,1926,5,5,2014,6,1,88
63517,Bette Davis,1908,4,5,1989,10,6,81
23913116,Edith Luckett Davis,1888,7,16,1987,10,26,99
1687529,Gail Davis,1925,10,5,1997,3,15,71
2337178,Joan Davis,1912,6,29,1961,5,22,48
31753431,Mia Amber Davis,1974,7,25,2011,5,10,36
351880,Mildred Davis,1901,2,22,1969,8,18,68
6594512,Phyllis Davis,1940,7,17,2013,9,27,73
9434379,Yola d'Avril,1907,4,8,1984,3,2,76
14616684,Marjorie Daw (actress),1902,1,19,1979,3,18,77
17263325,Marpessa Dawn,1934,1,3,2008,8,25,74
8096880,Dana Dawson,1974,8,7,2010,8,10,36
619622,Alice Day,1905,11,7,1995,5,25,89
3694547,Frances Day,1908,12,16,1984,4,29,75
2901539,Laraine Day,1920,10,13,2007,11,10,87
5029966,Marceline Day,1908,4,24,2000,2,16,91
30720132,Shannon Day,1896,8,5,1977,2,24,80
4910160,Marguerite De La Motte,1902,6,2,1950,3,10,47
8607998,Rubye De Remer,1892,1,9,1984,3,17,92
47312834,JoAnn Dean Killingsworth,1923,9,23,2015,6,20,91
26010730,Julia Dean (actress),1878,5,13,1952,10,17,74
4617147,Priscilla Dean,1896,11,25,1987,12,27,91
21738099,Quentin Dean,1944,7,27,2003,5,9,58
24950760,Marjorie Deanne,1917,1,28,1994,5,21,77
2255460,Rosemary DeCamp,1910,11,14,2001,2,20,90
695909,Yvonne De Carlo,1922,9,1,2007,1,8,84
526867,Frances Dee,1909,11,26,2004,3,6,94
1296302,Ruby Dee,1922,10,27,2014,6,11,91
594010,Sandra Dee,1942,4,23,2005,2,20,62
4164702,Olive Deering,1918,10,11,1986,3,22,67
30277295,Mary Dees,1911,6,3,2004,8,4,93
